1 : [7, 1775, 40, 1808, 3062, 4408, 3094, 4440]
2 : [7, 2306, 44, 2343, 3246, 4449, 3287, 4490]
3 : [7, 2199, 42, 2234, 3128, 4454, 3164, 4490]
4 : [7, 2573, 42, 2608, 3131, 4455, 3166, 4490]
5 : [7, 2857, 46, 2896, 3569, 4450, 3609, 4490]
6 : [7, 2426, 45, 2464, 3016, 4453, 3053, 4490]
7 : [7, 2641, 50, 2684, 3573, 4447, 3616, 4490]
8 : [7, 1878, 46, 1917, 2590, 4449, 2631, 4490]
9 : [7, 2100, 50, 2143, 2906, 4445, 2951, 4490]
10 : [7, 2217, 50, 2260, 2962, 4447, 3005, 4490]
